,name,manhat_pp,zero_pp,manhat_pp_sm,zero_pp_sm,dist,dist^2,dist_sm,dist_sm^2
86,TUBIOLO,0.8396473173948493,0.8583361011674108,0.8764087654232199,0.6350385099198906,0.157894736,0.056842105,0.714285714,0.510204081
145,TROSTEL,0.04325699745547073,0.44897959183673464,0.12072066430635031,0.37135038509919843,0.894736842,0.823157894,0.714285714,0.510204081
146,TARTARO,0.07247890719164306,0.22643343051506318,0.1492070014974967,0.5491801469776879,0.315789473,0.151578947,0.714285714,0.510204081
123,TYNDELL,0.2885228338020623,0.6919339164237123,0.40364647059120884,0.7304967669322273,0.368421052,0.191578947,0.714285714,0.510204081
150,TANOUS,0.007522677841574318,0.132748397731606,0.5229768741588507,0.5203363273232837,0.105263157,0.033684210,0.714285714,0.510204081
121,TAMAKI,0.2120128565689029,0.44217687074829903,0.27528274782864554,0.6032264471564445,0.421052631,0.235789473,0.714285714,0.510204081
120,TUCSON,0.08643397933029416,0.07441913223153135,0.5147481534202176,0.3270936864588763,0.210526315,0.084210526,0.714285714,0.510204081
35,TAVEIRA,0.06384089995982331,0.23809523809523797,0.12545121017130642,0.5509235760157117,0.421052631,0.235789473,0.714285714,0.510204081
154,TAMIMI,0.4380741931163787,0.5267249757045673,0.3536098689041552,0.6764504667534706,0.368421052,0.191578947,0.714285714,0.510204081
172,TROSEN,0.03694924333735098,0.08746355685131166,0.06256277690778456,0.15865204246022202,0.894736842,0.823157894,0.714285714,0.510204081
33,TREFREN,0.7282978438462568,0.53935860058309,0.2986159849490343,0.7008584732858121,0.368421052,0.191578947,0.714285714,0.510204081
160,TUASON,0.0934691969560582,0.04749910814235279,0.5932173787973742,0.33090393485313363,0.210526315,0.084210526,0.714285714,0.510204081
26,TANNEY,0.013490073623521328,0.1666543651818771,0.6107954837317772,0.5637841237613931,0.105263157,0.033684210,0.714285714,0.510204081
164,TURKEN,0.4209856702825766,0.2915451895043732,0.13197503486088488,0.23187606205724604,0.842105263,0.741052631,0.714285714,0.510204081
115,TRUPPO,0.03646712200348169,0.034985422740524866,0.0825052741816157,0.38181095932734627,0.421052631,0.235789473,0.714285714,0.510204081
109,TANAKA,0.009200482121333701,0.32555879494655016,0.16413037930241076,0.5509235760157117,0.368421052,0.191578947,0.714285714,0.510204081
170,TAPAHA,0.007705238485719715,0.35350237436119075,0.5179536417576079,0.5644365260044384,0.210526315,0.084210526,0.714285714,0.510204081
55,TABORA,0.42433373510111133,0.36637512147716217,0.1359944529160752,0.32253437203451574,0.842105263,0.741052631,0.714285714,0.510204081
31,TRAVEN,0.03791348600508912,0.1574344023323614,0.06200624210014257,0.07671087767307404,1.0,1.0,0.857142857,0.734693877
158,TURBETT,0.43268961489626073,0.480526749578674,0.7416193225597658,0.6576313640677073,0.105263157,0.033684210,0.857142857,0.734693877
14,TUCHEK,0.3148617745630723,0.4423454825823975,0.42007871511084643,0.5609716670329711,0.0,0.0,0.857142857,0.734693877
30,TROYAN,0.037431364671219824,0.12244897959183652,0.06221236610297374,0.10983602939553713,0.947368421,0.909473684,0.857142857,0.734693877
141,TARBERT,0.3423023870751601,0.5128405575840067,0.5973534854629896,0.6995660258916919,0.105263157,0.033684210,0.857142857,0.734693877
85,TRUFANT,0.6867778563230957,0.5037765558302887,0.24762423333367564,0.8105676075298477,0.210526315,0.084210526,0.857142857,0.734693877
71,TRABERT,0.38154698760772393,0.5958895500516567,0.6031397503531672,0.7168903207490329,0.105263157,0.033684210,1.0,1.0
